timestamp;byte;samp_rate
95,162051;49;65105
95,162066;49;65105
95,162082;49;65105
95,162097;49;65105
95,162112;49;65105
95,162128;49;65105
95,162143;49;65105
95,162158;49;65105
95,162174;49;65105
95,162189;49;65105
95,162205;49;65105
95,163361;241;65105
95,163376;49;65105
95,163392;49;65105
95,163407;49;65105
95,163423;49;65105
95,163361;49;65105
95,163376;49;65105
95,163392;49;65105
95,163407;49;65105
95,164881;49;65105
95,164897;49;65105
95,164912;49;65105
95,662482;49;65105
95,662498;49;65105
95,662513;49;65105
188,780655;49;65105
188,780655;49;65105
188,780670;49;65105
188,780686;49;65105
188,780701;49;65105
188,780716;49;65105
188,780732;49;65105
189,276599;49;65105
189,276614;49;65105
189,276630;49;65105
189,276645;49;65105
189,276660;113;65105
189,276676;63;65105
189,276599;49;65105
189,276614;51;65105
189,276630;49;65105
189,276645;49;65105
189,277612;49;65105
282,396950;49;65105
282,396966;49;65105
282,396981;49;65105
282,396996;49;65105
282,397012;49;65105
282,397027;49;65105
282,397042;49;65105
282,397058;49;65105
282,397073;49;65105
282,397088;49;65105
282,397104;49;65105
282,397119;49;65105
282,398250;49;65105
282,398265;49;65105
282,398281;49;65105
282,398296;49;65105
282,398312;49;65105
282,398250;49;65105
282,398265;49;65105
282,398281;49;65105
282,398296;49;65105
282,398312;49;65105
282,398327;49;65105
282,398342;49;65105
282,398358;49;65105
282,398373;49;65105
282,398388;49;65105
282,398404;49;65105
282,398419;49;65105
282,398434;49;65105
282,398450;49;65105
282,398465;49;65105
282,890901;49;65105
282,890916;49;65105
282,890932;49;65105
282,890947;49;65105
282,890963;49;65105
282,890978;49;65105
282,890993;49;65105
282,891009;49;65105
282,891024;49;65105
282,891039;49;65105
282,891055;49;65105
282,891070;49;65105
282,891085;49;65105
282,891101;49;65105
282,891116;49;65105
282,891131;49;65105
282,891147;49;65105
282,892379;49;65105
282,892394;49;65105
282,892409;49;65105
282,892425;49;65105
282,892440;49;65105
282,892455;49;65105
282,892471;49;65105
282,892486;49;65105
282,892501;49;65105
282,892517;49;65105
282,892532;49;65105
282,892548;49;65105
282,892563;49;65105
282,892578;49;65105
282,892594;49;65105
282,892609;49;65105
282,892624;49;65105
282,892640;49;65105
282,892655;49;65105
282,892670;49;65105
282,892686;49;65105
282,892701;49;65105
282,892716;49;65105
282,892732;49;65105
282,892747;49;65105
282,892763;49;65105
282,892778;49;65105
282,892379;49;65105
282,892394;49;65105
282,892409;49;65105
282,892425;49;65105
282,892440;49;65105
282,892455;49;65105
282,892471;49;65105
282,892486;49;65105
282,892501;49;65105
282,892517;49;65105
282,892532;49;65105
282,892379;49;65105
376,009319;49;65105
376,009334;49;65105
376,009350;49;65105
376,009365;49;65105
376,009380;49;65105
376,009396;49;65105
376,011646;49;65105
376,011661;49;65105
376,011677;49;65105
376,011692;49;65105
376,011707;49;65105
376,011723;49;65105
376,011738;49;65105
376,011753;49;65105
376,011769;49;65105
376,011784;49;65105
376,011799;49;65105
376,011815;49;65105
376,011646;49;65105
376,011661;49;65105
376,011677;49;65105
376,011692;49;65105
376,011707;49;65105
376,011723;49;65105
376,012811;49;65105
376,012827;49;65105
376,012842;49;65105
376,012857;49;65105
376,012873;49;65105
376,012888;49;65105
376,012903;49;65105
376,012919;49;65105
376,012934;49;65105
376,012949;49;65105
376,012965;49;65105
376,506672;49;65105
376,506688;49;65105
376,506703;49;65105
376,506672;49;65105
376,506688;49;65105
376,506703;49;65105
376,506718;49;65105
376,506734;49;65105
376,506749;49;65105
376,506764;49;65105
376,506780;49;65105
376,506795;49;65105
376,506810;49;65105
376,506826;49;65105
376,506841;49;65105
376,506672;49;65105
376,506688;49;65105
376,506703;49;65105
376,506718;49;65105
376,506734;49;65105
376,506749;49;65105
376,506672;49;65105
376,506688;49;65105
376,506703;49;65105
376,506718;49;65105
376,506734;49;65105
376,506749;49;65105
376,506764;49;65105
376,506780;49;65105
376,506795;49;65105
376,506810;49;65105
376,506826;49;65105
376,506672;49;65105
376,506688;49;65105
376,506703;49;65105
376,506718;49;65105
376,506734;49;65105
376,506749;49;65105
376,506764;49;65105
376,506780;49;65105
376,506795;49;65105
376,506810;49;65105
376,506826;49;65105
376,506841;49;65105
376,506856;49;65105
376,506872;49;65105
376,506887;49;65105
376,506903;49;65105
376,506918;49;65105
376,506933;49;65105
376,506949;49;65105
376,506964;49;65105
376,506979;49;65105
376,506995;49;65105
469,623573;49;65105
469,623588;49;65105
469,623603;49;65105
469,623619;49;65105
469,623634;49;65105
469,623649;49;65105
469,623665;49;65105
469,623680;49;65105
469,623695;49;65105
469,623711;49;65105
469,623726;49;65105
469,623742;49;65105
469,623757;49;65105
469,623772;49;65105
469,623788;49;65105
469,623803;49;65105
469,623818;49;65105
469,623573;49;65105
469,623588;49;65105
469,623603;49;65105
469,623619;49;65105
469,623634;49;65105
469,623649;49;65105
469,623665;49;65105
469,623680;49;65105
469,623695;49;65105
469,623711;49;65105
469,623726;49;65105
469,623742;49;65105
469,623573;49;65105
469,623588;49;65105
469,623603;49;65105
469,623619;49;65105
469,623634;49;65105
469,623649;49;65105
469,623665;49;65105
470,121025;49;65105
470,121040;49;65105
470,121056;49;65105
470,121071;49;65105
470,121086;49;65105
470,121102;49;65105
470,121117;49;65105
470,121132;49;65105
470,121148;49;65105
470,121163;49;65105
470,121178;49;65105
470,121194;49;65105
470,121025;49;65105
470,121040;49;65105
470,121056;49;65105
470,121071;49;65105
470,121086;49;65105
470,121102;49;65105
470,121117;49;65105
470,121132;49;65105
470,121148;49;65105
470,121025;49;65105
470,121040;49;65105
470,121056;49;65105
470,121071;49;65105
470,121086;49;65105
470,121102;49;65105
470,121117;49;65105
470,121132;49;65105
470,121148;49;65105
470,121163;49;65105
470,121178;49;65105
470,121194;49;65105
470,121209;49;65105
470,121225;49;65105
470,121240;49;65105
470,121255;49;65105
470,121271;49;65105
470,122298;49;65105
470,122313;49;65105
470,122328;49;65105
470,122344;49;65105
470,122359;49;65105
470,122374;49;65105
470,122390;49;65105
470,122405;49;65105
470,122420;49;65105
470,122436;49;65105
470,122451;49;65105
